ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: search_keywords,Meta: seo_title,Meta: seo_description,Meta: seo_canonical,Meta: seo_robots,Meta: seo_focus_keyword,Meta: seo_secondary_keywords,Meta: schema_brand,Meta: schema_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_validation_status,Meta: _dtb_validation_errors,Meta: _dtb_brand,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: source_catalog,Meta: source_catalog_pages,Meta: source_validation,Meta: official_sku_raw,Meta: _dtb_legacy_normalized_sku,Meta: _dtb_catalog_family,Meta: _dtb_source_url
,variable,TT-COMPOUND-ROLLER-WITH-FRAME,,TapeTech Premium Compound Roller with Frame,0,0,hidden,"Frame CROLL04CG TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a spraye","<p>TapeTech 4"" Premium Compound Roller with Frame CROLL04CG TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. Key Features: Highest Quality: TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life. Highest Capacity: TapeTech premium drywall joint compound rollers feature an 18mm nap - nearly 50% thicker than other brands with ½” nap – allowing you to apply nearly 50% more compound to the surface between fills compared to other high nap rollers. Highest Coverage: The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load. Robust Frame Design: TapeTech premium drywall joint compound rollers are designed for use with TapeTech roller frames. Our frames are a full 5/16” thick – stronger than smaller ¼” thick frames on the market. Comfortable Handle: The TapeTech Roller frames feature a comfortable, two-component over molded handle that provides comfortable handling and positive grip, even when wet. Extended Reach: Easily reach most common walls and ceilings using the TapeTech CROLLHAN2 extendable handle. With super secure attachment and lightweight but robust construction, you’ll quickly knock out any wall coverage or skimming job. Ideal for Skimming: The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Corner Tools,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,0,TapeTech,Size,"4"", 9"", 12""",1,0,"4""",TapeTech Premium Compound Roller with Frame,TapeTech Premium Compound Roller with Frame,2026-05-07,v2-production-normalized,"noindex,follow",Frame CROLL04CG TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large,"TapeTech, drywall tools, DTB-TT-COMPOUND-ROLLER-WITH-FRAME",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,corner-tools,corner-tools,0,,Size,"4"", 9"", 12""","4"", 9"", 12""",CROLL04CG,,0,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,,TTCOMPOUNDROLLERWITHFRAME,TapeTech Premium Compound Roller with Frame,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,variation,CROLL04CG,,"TapeTech Premium Compound Roller with Frame - 4""",0,0,hidden,,<p>TapeTech Premium Compound Roller with Frame - 4&quot; is a ShopAmes/catalog-validated TapeTech product for professional drywall finishing workflows.</p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,TT-COMPOUND-ROLLER-WITH-FRAME,,,,,,1,TapeTech,Size,"4""",1,0,,"TapeTech Premium Compound Roller with Frame – 4""","TapeTech Premium Compound Roller with Frame - 4""",2026-05-07,v2-production-normalized,"noindex,follow","TapeTech Premium Compound Roller with Frame - 4""","TapeTech, drywall tools, CROLL04CG",TapeTech,CROLL04CG,NewCondition,tapetech,TapeTech,variation,standard-catalog,corner,corner,0,TT-COMPOUND-ROLLER-WITH-FRAME,Size,"4""","4""",,1,1,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,CROLL04CG,CROLL04CG,TapeTech Premium Compound Roller with Frame,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,variation,CROLL09CG,,"TapeTech Premium Compound Roller with Frame - 9""",0,0,hidden,,<p>TapeTech Premium Compound Roller with Frame - 9&quot; is a ShopAmes/catalog-validated TapeTech product for professional drywall finishing workflows.</p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,TT-COMPOUND-ROLLER-WITH-FRAME,,,,,,2,TapeTech,Size,"9""",1,0,,"TapeTech Premium Compound Roller with Frame – 9""","TapeTech Premium Compound Roller with Frame - 9""",2026-05-07,v2-production-normalized,"noindex,follow","TapeTech Premium Compound Roller with Frame - 9""","TapeTech, drywall tools, CROLL09CG",TapeTech,CROLL09CG,NewCondition,tapetech,TapeTech,variation,standard-catalog,corner,corner,0,TT-COMPOUND-ROLLER-WITH-FRAME,Size,"9""","9""",,2,1,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,CROLL09CG,CROLL09CG,TapeTech Premium Compound Roller with Frame,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,variation,CROLL12CG,,"TapeTech Premium Compound Roller with Frame - 12""",0,0,hidden,,<p>TapeTech Premium Compound Roller with Frame - 12&quot; is a ShopAmes/catalog-validated TapeTech product for professional drywall finishing workflows.</p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,TT-COMPOUND-ROLLER-WITH-FRAME,,,,,,3,TapeTech,Size,"12""",1,0,,"TapeTech Premium Compound Roller with Frame – 12""","TapeTech Premium Compound Roller with Frame - 12""",2026-05-07,v2-production-normalized,"noindex,follow","TapeTech Premium Compound Roller with Frame - 12""","TapeTech, drywall tools, CROLL12CG",TapeTech,CROLL12CG,NewCondition,tapetech,TapeTech,variation,standard-catalog,corner,corner,0,TT-COMPOUND-ROLLER-WITH-FRAME,Size,"12""","12""",,3,1,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,CROLL12CG,CROLL12CG,TapeTech Premium Compound Roller with Frame,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,simple,050109F,,Automatic Taper Hub,0,0,hidden,TapeTech Automatic Taper Hub. Professional-grade drywall finishing tool.,<p>TapeTech Automatic Taper Hub is a professional-grade drywall finishing tool engineered for reliable performance on the job site.</p><h3>Features:</h3><ul><li><strong>Professional Quality:</strong> Built to TapeTech standards for durability and precision.</li><li><strong>Job-Site Ready:</strong> Designed for demanding drywall finishing applications.</li></ul>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Automatic Taping Tools,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,0,TapeTech,,,,,,TapeTech Tools,Automatic Taper Hub,2026-05-11,v2-production-normalized,"noindex,follow",Shop the TapeTech Automatic Taper Hub (050109F). Automatic taper hub -- 050109F.,/product/tapetech-automatic-taper-hub-050109f/,TapeTech,050109F,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,automatic-taping-tools,automatic-taping-tools,0,,,,,,,0,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,050109F,050109F,,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,simple,056248G,,Gold Taper Tube,0,0,hidden,TapeTech Gold Taper Tube. Professional-grade drywall finishing tool.,<p>TapeTech Gold Taper Tube is a professional-grade drywall finishing tool engineered for reliable performance on the job site.</p><h3>Features:</h3><ul><li><strong>Professional Quality:</strong> Built to TapeTech standards for durability and precision.</li><li><strong>Job-Site Ready:</strong> Designed for demanding drywall finishing applications.</li></ul>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Automatic Taping Tools,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,0,TapeTech,,,,,,TapeTech Tools,Gold Taper Tube,2026-05-11,v2-production-normalized,"noindex,follow",Shop the TapeTech Gold Taper Tube (056248G). Professional-grade drywall finishing tool. Shop now.,/product/tapetech-gold-taper-tube-056248g/,TapeTech,056248G,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,automatic-taping-tools,automatic-taping-tools,0,,,,,,,0,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,056248G,056248G,,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,simple,058126F,,TapeTech Automatic Taper Stainless Steel Drive Chain,0,0,hidden,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.","<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Automatic Taping Tools,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,0,TapeTech,,,,,,TapeTech Tools,TapeTech Automatic Taper Stainless Steel Drive Chain,2026-05-11,v2-production-normalized,"noindex,follow","Shop the TapeTech TapeTech Automatic Taper Stainless Steel Drive Chain (058126F). TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engi.",/product/tapetech-tapetech-automatic-taper-stainless-steel-drive-chain-058126f/,TapeTech,058126F,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,automatic-taping-tools,automatic-taping-tools,0,,,,,,,0,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,058126F,058126F,,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,simple,BAN001TT,,TapeTech MudDog™ Premium Banjo Taper,0,0,hidden,"(BAN001-TT) The TapeTech MudDog™ Premium Banjo Taper (BAN001-TT) is loaded with features to make drywall taping easier and more efficient. With side straps for both left and right-handed use, a cutting blade/roller assembly, and an ergonomic handle, this tool is perfect for smaller","<p>TapeTech MudDog™ Premium Banjo Taper (BAN001-TT) The TapeTech MudDog™ Premium Banjo Taper (BAN001-TT) is loaded with features to make drywall taping easier and more efficient. With side straps for both left and right-handed use, a cutting blade/roller assembly, and an ergonomic handle, this tool is perfect for smaller jobs. Its functional design outperforms hand taping. Features and Benefits Increased Capacity and Ergonomics The MudDog™ Banjo Taper holds 33% more compound than traditional banjos, allowing more taping between fills. Its ergonomic handle ensures comfortable use, reducing fatigue during prolonged tasks. Adjustable Mud Flow The adjustable mud flow feature allows precise control over the amount of compound dispensed, ensuring a smooth and consistent application. Lightweight and Durable Made from lightweight polycarbonate and ABS, the MudDog™ Banjo Taper is easy to handle and built to last. This durability makes it a reliable tool for any professional. Specifications – Capacity : 33% more compound than traditional banjos – Material : Lightweight polycarbonate/ABS – Rolls : Holds up to 500’ rolls – Hand Use : Suitable for right or left-handed use – Handle : Ergonomic design – Cutting Blade : Easy to install Improve Your Work Quality Using the MudDog™ Banjo Taper improves efficiency and quality in smaller drywall taping jobs. It ensures smooth application, reducing the need for touch-ups and rework. This tool is essential for professionals seeking reliable and consistent results. Explore More To explore TapeTech products and learn more about the MudDog™ Banjo Taper, contact your local distributor or visit an authorized TapeTech dealer . For resources and demos, check out our YouTube channel and our Drywall Tool Guide . Visit all-wall to buy. Conclusion Add the TapeTech MudDog™ Banjo Taper to your tools for better performance and ease of use on smaller jobs. Perfect for professionals seeking precision and reliability, this tool elevates your drywall finishing capabilities. Experience the quality and innovation of TapeTech with the MudDog™ Banjo Taper.</p>",,,taxable,,1,,,0,0,6,3,13,12,0,,,,Drywall Finishing Tools > TapeTech > Automatic Taping Tools,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,0,TapeTech,,,,,,TapeTech MudDog™ Premium Banjo Taper,TapeTech MudDog™ Premium Banjo Taper,2026-05-07,v2-production-normalized,"noindex,follow",(BAN001-TT) The TapeTech MudDog™ Premium Banjo Taper (BAN001-TT) is loaded with features to make drywall taping easier and more efficient. With side straps,/product/tapetech-tapetech-mud-dog-banjo-ban001tt/,TapeTech,BAN001TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,automatic-taping-tools,automatic-taping-tools,0,,,,,,,0,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,BAN001TT,BAN001TT,,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,simple,054245F,,TapeTech Trigger Assembly for Taper,0,0,hidden,TapeTech Trigger Assembly for Taper Part # 054245F,<p>TapeTech TapeTech Trigger Assembly for Taper is a professional-grade drywall finishing tool engineered for reliable performance on the job site.</p><h3>Features:</h3><ul><li><strong>Professional Quality:</strong> Built to TapeTech standards for durability and precision.</li><li><strong>Job-Site Ready:</strong> Designed for demanding drywall finishing applications.</li></ul>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Automatic Taping Tools,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,0,TapeTech,,,,,,TapeTech Tools,TapeTech Trigger Assembly for Taper,2026-05-11,v2-production-normalized,"noindex,follow",Shop the TapeTech TapeTech Trigger Assembly for Taper (054245F). TapeTech Trigger Assembly for Taper Part # 054245F.,/product/tapetech-tapetech-trigger-assembly-for-taper-054245f/,TapeTech,054245F,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,automatic-taping-tools,automatic-taping-tools,0,,,,,,,0,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,054245F,054245F,,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,simple,450009F,,"3"" Angle Head Carbide Blade",0,0,hidden,"For Repair or Maintenance of the TapeTech 45TT 3"" Corner Finisher","<p>TapeTech 3"" Angle Head Carbide Blade is a professional-grade drywall finishing tool engineered for reliable performance on the job site.</p><h3>Features:</h3><ul><li><strong>Professional Quality:</strong> Built to TapeTech standards for durability and precision.</li><li><strong>Job-Site Ready:</strong> Designed for demanding drywall finishing applications.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Corner Tools,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,0,TapeTech,,,,,,TapeTech Tools,"3"" Angle Head Carbide Blade",2026-05-11,v2-production-normalized,"noindex,follow","Shop the TapeTech 3"" Angle Head Carbide Blade (450009F). For Repair or Maintenance of the TapeTech 45TT 3"" Corner Finisher.",/product/tapetech-3-angle-head-carbide-blade-450009f/,TapeTech,450009F,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,corner-tools,corner-tools,0,,,,,,,0,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,450009F,450009F,,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,simple,MAR19046,,"3"" Corner Roller",0,0,hidden,"Features: Ideal tool for applying joint compound or mud to corners Replaceable acrylic cover with ""lambs wool"" texture Threaded handle can be used with threaded extension poles","<p>Features: Ideal tool for applying joint compound or mud to corners Replaceable acrylic cover with ""lambs wool"" texture Threaded handle can be used with threaded extension poles</p>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Corner Tools,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,0,TapeTech,,,,,,TapeTech Tools,"3"" Corner Roller",2026-05-11,v2-production-normalized,"noindex,follow","Shop the TapeTech 3"" Corner Roller (MAR19046). Features: Ideal tool for applying joint compound or mud to corners Replaceable acrylic cover with ""lambs wool"" texture Threaded handle can be used with threaded extension poles.",/product/tapetech-3-corner-roller-mar19046/,TapeTech,MAR19046,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,corner-tools,corner-tools,0,,,,,,,0,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,MAR19046,MAR19046,,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,simple,CA07XHTT,,"TapeTech 7"" Angle Box with Extendable XHTT Handle",0,0,hidden,"The CA07TT 7"" TapeTech Corner Applicator with XHTT Interchangeable Extension Handle incorporates the new XHT/FHTT handle connection with non-slip D shaped input and extendable convenience. The CA07TT Angle Box is used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to a","<p>The CA07TT 7"" TapeTech Corner Applicator with XHTT Interchangeable Extension Handle incorporates the new XHT/FHTT handle connection with non-slip D shaped input and extendable convenience. The CA07TT Angle Box is used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech XHTT is an interchangeable extendable handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle XHTT fits the CA07TT corner box and corner roller without adapters. The new, optimal 1.25"" diameter makes TapeTech XHTT handles the most ergonomic in the industry. The XHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 7"" model is slightly more compact than the 8"" model, and easier to use in tight areas. The 7"" is lighter than its 8"" counterpart, but has a downside of less mud capacity. TapeTech CA07TT Angle Box with XHTT Extendable Handle: Includes New XHTT D Handle Connector Extension Handle 43""-77"" Use a single handle with attachments for a variety of tools. Durable Stainless Steel Nose Cone Connects to all brands of Angle Head, and a variety of Mud Heads 7"" Model is lighter and more agile than the 8""</p>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Corner Tools,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,0,TapeTech,,,,,,"TapeTech 7"" Angle Box with Extendable XHTT Handle","TapeTech 7"" Angle Box with Extendable XHTT Handle",2026-05-07,v2-production-normalized,"noindex,follow","The CA07TT 7"" TapeTech Corner Applicator with XHTT Interchangeable Extension Handle incorporates the new XHT/FHTT handle connection with non-slip D shaped","TapeTech, drywall tools, CA07XHTT",TapeTech,CA07XHTT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,corner-tools,corner-tools,0,,,,,,,0,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,CA07XHTT,CA07XHTT,,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,simple,CA08TTXHTT,,"TapeTech 8"" Angle Box with XHTT Extendable Handle",0,0,hidden,"The CA08TT 8"" TapeTech Corner Applicator with XHTT Interchangeable Extension Handle incorporates the new XHT/FHTT handle connection with non-slip D shaped input and extendable convenience. The CA08TT Angle Box is used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to a","<p>The CA08TT 8"" TapeTech Corner Applicator with XHTT Interchangeable Extension Handle incorporates the new XHT/FHTT handle connection with non-slip D shaped input and extendable convenience. The CA08TT Angle Box is used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech XHTT is an interchangeable extendable handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle XHTT fits the CA08TT corner box and corner roller without adapters. The new, optimal 1.25"" diameter makes TapeTech XHTT handles the most ergonomic in the industry. The XHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 8"" model is slightly larger than the 7"" model, and holds more compound. The greater mud capacity adds a small amount of weight, but increases overall productivity. TapeTech CA08TT Angle Box with XHTT Handle: Includes New XHTT D Handle Connector Extension Handle 43""-77"" Use a single handle with attachments for a variety of tools. Durable Stainless Steel Nose Cone Connects to all brands of Angle Head, and a variety of Mud Heads 8"" model has a higher mud capacity than the 7"", and overall higher production rate</p>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Corner Tools,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,0,TapeTech,,,,,,"TapeTech 8"" Angle Box with XHTT Extendable Handle","TapeTech 8"" Angle Box with XHTT Extendable Handle",2026-05-07,v2-production-normalized,"noindex,follow","The CA08TT 8"" TapeTech Corner Applicator with XHTT Interchangeable Extension Handle incorporates the new XHT/FHTT handle connection with non-slip D shaped","TapeTech, drywall tools, CA08TTXHTT",TapeTech,CA08TTXHTT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,corner-tools,corner-tools,0,,,,,,,0,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,CA08TTXHTT,CA08TTXHTT,,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,simple,CTA01TT,,TapeTech Compound Tube Filler Adapter,0,0,hidden,"The TapeTech Compound Tube Filler Adapter, together with any size Compound Tube, is an alternative to filling finishing boxes with the loading pump. The Filler Adapter quickly attaches to TapeTech Compound Tubes by simply removing the outlet assembly, inserting the Filler Adapter and securing it with the quick-release","<p>The TapeTech Compound Tube Filler Adapter, together with any size Compound Tube, is an alternative to filling finishing boxes with the loading pump. The Filler Adapter quickly attaches to TapeTech Compound Tubes by simply removing the outlet assembly, inserting the Filler Adapter and securing it with the quick-release latches. The Filler Adapter efficiently draws joint compound directly from the bucket and can be easier to use when working on scaffolding. When attached to the Compound Tube, the Filler Adapter rests securely in the TC01TT Tool Caddy (sold separately). The Filler Adapter is easily cleaned by repeatedly filling and emptying the Compound Tube while attached.</p>",,,taxable,,1,,,0,0,3,5,6.7,34.25,0,,,,Drywall Finishing Tools > TapeTech > Corner Tools,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,0,TapeTech,,,,,,TapeTech Compound Tube Filler Adapter,TapeTech Compound Tube Filler Adapter,2026-05-07,v2-production-normalized,"noindex,follow","The TapeTech Compound Tube Filler Adapter, together with any size Compound Tube, is an alternative to filling finishing boxes with the loading pump. The Fi","TapeTech, drywall tools, CTA01TT",TapeTech,CTA01TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,corner-tools,corner-tools,0,,,,,,,0,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,CTA01TT,CTA01TT,,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
,simple,15TTEXHTT,,TapeTech Corner Roller with Extendable XHTT Handle,0,0,hidden,Interchangeable Aluminum Extender Handle is the newest version standard angle roller. The 15TTE Corner Roller head incorporates several new design elements that make it easier to clean and operate.,"<p>TapeTech 15TTE Corner Roller with XHTT Interchangeable Aluminum Extender Handle is the newest version standard angle roller. The 15TTE Corner Roller head incorporates several new design elements that make it easier to clean and operate. The wheels are a departure from the old reversible steel wheels - Replaced with stainless steel roller wheels filled with plastic. The new design washes easier, keeps mud from caking up the wheels, and eliminates stuck wheels. The wheels are attached with a stud design that inhibits wear, and eases friction. Combine the Roller with TapeTech's new XHTT D-Shaped Interchangeable 43""-77"" Extendable Aluminum Handle, and you're covered from floor to ceiling. The corner roller drywall tool is used to embed drywall paper tape firmly into the corner in preparation for use with a corner finisher angle head. All TapeTech tools come with an industry-best 5-year limited warranty. Additionally, the tools can be serviced through All-Wall with 2 authorized warranty and repair locations. For over 25 years, TapeTech has served the needs of the drywall industry, producing tools of uncompromising quality, durability and performance. TapeTech’s engineers are continuously designing new tools and improving existing tools to make the job of the finishing professional easier. TapeTech Corner Roller with XHTT Handle Features: Steel Rollers with Plastic Interior provides smooth operation, and are easy to clean Lightweight and fast tool to bed the tape into inside corners forming a sharp corner at the same time. Can embed tape in 12-foot high corners while standing on the floor. Includes TapeTech XHTT Interchangeable 43""-77"" Aluminum Extendable Handle Handle diameter of 1.25"" is larger and more comfortable than previous versions D-Shaped XHTT handle fits the TapeTech Angle Boxes, Nail Spotters and Corner Finishers with available adapters</p>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Corner Tools,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,0,TapeTech,,,,,,TapeTech Corner Roller with Extendable XHTT Handle,TapeTech Corner Roller with Extendable XHTT Handle,2026-05-07,v2-production-normalized,"noindex,follow",Interchangeable Aluminum Extender Handle is the newest version standard angle roller. The 15TTE Corner Roller head incorporates several new design elements,"TapeTech, drywall tools, 15TTEXHTT",TapeTech,15TTEXHTT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,corner-tools,corner-tools,0,,,,,,,0,,,,,,shopames-official-source-validated,,TapeTech,,,,,ShopAmes official product catalog,ShopAmes,shopames-official-source-validated,15TTEXHTT,15TTEXHTT,,https://www.shopamestools.com/shop-by-brand/tapetech-taping-tools
