Brands,MPN,SKU,Name,Short description,Description,features,price_display,Regular price,Images
TapeTech,WOOLCUT18,18891,TapeTech 18V Cordless Insulation Cutting Jigsaw,"TapeTech 18V Cordless Insulation Cutting Jigsaw Quickly cut insulation materials with knives, hand saws, or WoolCut18.","TapeTech 18V Cordless Insulation Cutting Jigsaw Quickly cut insulation materials with knives, hand saws, or WoolCut18. As a professional, accurately cutting insulation is a must to properly seal the structure. The ability to stand while working, secure the material in place, and cut precise angles, bevels and straight cuts is achieved by using a professional, robust, and portable insulation cutting system. TapeTech offers the only Insulation Cutting System domestically available in North America that functions with multiple insulation knife and hand saw types in addition to connecting to the TapeTech WoolCut18 cordless Insulation Cutting Saw. Features: Provides quick & efficient cuts through mineral wool, wood fiber, and pressed or unpressed PUR insulation materials. Adjusts both right and left 0-45° for miter cutting. Side-by-side stacked blade design minimizes vibration, resulting in a smoother, faster cut – take out the cutting process. Ergonomically designed handle provides a comfortable experience to reduce user fatigue and improve control cut-after-cut. Can be used with WoolCut-300 Insulation Cutting Station. Dual step “on” switch helps eliminate accidental start ups. Multi-trigger location for using in flat applications or while attached to the WoolCut-300 Insulation Cutting Station. Includes: (1) WoolCut Power Head (2) 9.45″(240 mm) wave shaped saw blades (2) 9.45″(240 mm) serrated saw blades (1) 9.45″(240 mm) blade holder (2) 13.78″(350 mm) wave shaped saw blades (2) 13.78″(350 mm) serrated saw blades (1) 13.78″(350 mm) blade holder (1) Cutting Guide with Wheels (1) Cutting guide with adjustable angle (1) Vacuum cleaner adapter (2) 4.0 Ah Li-ion Battery (1) 21V, 2.3 Ah Battery Charger (1) Heavy Duty Case","Provides quick & efficient cuts through mineral wool, wood fiber, and pressed or unpressed PUR insulation materials. | Adjusts both right and left 0-45° for miter cutting. | Side-by-side stacked blade design minimizes vibration, resulting in a smoother, faster cut – take out the cutting process. | Ergonomically designed handle provides a comfortable experience to reduce user fatigue and improve control cut-after-cut. | Can be used with WoolCut-300 Insulation Cutting Station. | Dual step “on” switch helps eliminate accidental start ups. | Multi-trigger location for using in flat applications or while attached to the WoolCut-300 Insulation Cutting Station. | (1) WoolCut Power Head | (2) 9.45″(240 mm) wave shaped saw blades | (2) 9.45″(240 mm) serrated saw blades | (1) 9.45″(240 mm) blade holder | (2) 13.78″(350 mm) wave shaped saw blades | (2) 13.78″(350 mm) serrated saw blades | (1) 13.78″(350 mm) blade holder | (1) Cutting Guide with Wheels | (1) Cutting guide with adjustable angle | (1) Vacuum cleaner adapter | (2) 4.0 Ah Li-ion Battery | (1) 21V, 2.3 Ah Battery Charger | (1) Heavy Duty Case",$899.00,899.0,https://www.shopamestools.com/Item_Images_AMES/18891_WoolCut18_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18891_WoolCut18_002.png
TapeTech,FINSULCUT-100,18890,FINSULCUT Insulation Cutting System,"TapeTech FINSULCUT Insulation Cutting System FINSULCUT-100 The TapeTech FINSULCUT100 Insulation Cutting Station is the most portable, versatile manual insulatio...","TapeTech FINSULCUT Insulation Cutting System FINSULCUT-100 The TapeTech FINSULCUT100 Insulation Cutting Station is the most portable, versatile manual insulation cutting system available. It securely holds and compresses fiberglass, mineral wool, wood fiber, and other insulation materials, making it easy to cut the insulation with standard insulation knives. Unlike other systems, FINSULCUT100 allows the user to stand while using the tool – no more working form your knees! No kneeling required when cutting fiberglass and mineral wool insulation. Working from your knees is not efficient or ergonomic. Cutting systems that allow the worker to stand and leverage proper body mechanics lead to better results and less repetitive motion injuries. TapeTech offers the best designed system for cutting flexible, semi-rigid, or rigid insulation materials. Features: Built-in retractable ruler for measuring and making repeatable cuts Spring loaded system easily compresses material before cutting On-board knife storage – comes with the TapeTech WoolCut16 Insulation Knife Maximum cutting dimensions of 12” High and 24.75” Wide Portable unit weighing only 10lbs Includes: TapeTech WOOLCUT16 16” Dual Edge Insulation Knife",Built-in retractable ruler for measuring and making repeatable cuts | Spring loaded system easily compresses material before cutting | On-board knife storage – comes with the TapeTech WoolCut16 Insulation Knife | Maximum cutting dimensions of 12” High and 24.75” Wide | Portable unit weighing only 10lbs | TapeTech WOOLCUT16 16” Dual Edge Insulation Knife,$229.00,229.0,https://www.shopamestools.com/Item_Images_AMES/18890_FINSULCUT-100_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18890_FINSULCUT-100_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18890_FINSULCUT-100_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18890_FINSULCUT-100_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18890_FINSULCUT-100_005.jpg | https://www.shopamestools.com/Item_Images_AMES/18890_FINSULCUT-100_006.jpg
TapeTech,WOOLCUT-V500,18889,18V Vibrating Wire Insulation Cutter,"TapeTech 18V Vibrating Wire Insulation Cutter The TapeTech WoolCut™-V500 is a versatile, 18V cordless Vibrating Wire Insulation Cutter that makes clean, precise...","TapeTech 18V Vibrating Wire Insulation Cutter The TapeTech WoolCut™-V500 is a versatile, 18V cordless Vibrating Wire Insulation Cutter that makes clean, precise cuts in mineral wool, wood fiber, glass fiber, sponge, EPS/XPS foam, rubber, and Plexiglas. The Vibrating Insulation Cutter makes cutting virtually any shape in materials easy, including making quick slots and cutouts. Vibrating Insulation Cutters are the fastest and most efficient way to cut rigid and semi-rigid insulations materials. They minimize dust and deliver precise, accurate cuts in multiple shapes and angles. TapeTech offers the only Vibrating Insulation Cutter available domestically in North America. Features: The WoolCut-V500 cutter can make bevel cuts between 0– 45°, and angle cuts up to 70°, making complex cuts easy, accurate and repeatable. Vibration Frequency: 1,500/min Maximum Cut Height: 48.4 in Maximum Cut Thickness: 10.6 in Run Time: 60 min Power: 18V Size: 65 x 23 x 8 in Weight: 35 lbs Includes: (2) 18V 2Ah batteries 18V Charger (10) WCW1306-10 Replacement Cutting Wires","The WoolCut-V500 cutter can make bevel cuts between 0– 45°, and angle cuts up to 70°, making complex cuts easy, accurate and repeatable. | Vibration Frequency: 1,500/min | Maximum Cut Height: 48.4 in | Maximum Cut Thickness: 10.6 in | Run Time: 60 min | Power: 18V | Size: 65 x 23 x 8 in | Weight: 35 lbs | (2) 18V 2Ah batteries | 18V Charger | (10) WCW1306-10 Replacement Cutting Wires","$1,599.00",1599.0,https://www.shopamestools.com/Item_Images_AMES/18889_WoolCut-V500_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18889_WoolCut-V500_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18889_WoolCut-V500_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18889_WoolCut-V500_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18889_WoolCut-V500_006.jpg | https://www.shopamestools.com/Item_Images_AMES/18889_WoolCut-V500_007.jpg | https://www.shopamestools.com/Item_Images_AMES/18889_WoolCut-V500_008.jpg | https://www.shopamestools.com/Item_Images_AMES/18889_WOOLCUT-V500_5.png
TapeTech,WOOLCUT-300,18888,TapeTech Professional Insulation Cutting Station,"TapeTech Professional Insulation Cutting Station WoolCut-300 The TapeTech WoolCut™-300 Professional Insulation Cutting System is a premium quality, portable cut...","TapeTech Professional Insulation Cutting Station WoolCut-300 The TapeTech WoolCut™-300 Professional Insulation Cutting System is a premium quality, portable cutting stand that makes making clean, precise cuts in mineral wool, wood fiber, glass fiber and other insulating materials easy and efficient. Quickly cut insulation materials with knives, hand saws, or WoolCut18. As a professional, accurately cutting insulation is a must to properly seal the structure. The ability to stand while working, secure the material in place, and cut precise angles, bevels and straight cuts is achieved by using a professional, robust, and portable insulation cutting system. TapeTech offers the only Insulation Cutting System domestically available in North America, that functions with multiple insulation knife and had saw types, in addition to connecting to the TapeTech WoolCut18 cordless Insulation Cutting Saw. 81 x 19 x 11 in, 79 lbs. Features: Support arms and cutting guides adjust between 0 – 45° making complex cuts easy, accurate, and repeatable. The robust construction provides a stable work station for professional results. Adjustable depth on cutting guide for varying thickness of materials. Can be used with WoolCut18 Professional Insulation Saw. Includes: Case for protection & transport (1) WoolCut16 Insulation Knife (1) WoolCut-HS22 Hand Saw (1) WoolCut-HS30 Hand Saw","Support arms and cutting guides adjust between 0 – 45° making complex cuts easy, accurate, and repeatable. | The robust construction provides a stable work station for professional results. Adjustable depth on cutting guide for varying thickness of materials. | Can be used with WoolCut18 Professional Insulation Saw. | Case for protection & transport | (1) WoolCut16 Insulation Knife | (1) WoolCut-HS22 Hand Saw | (1) WoolCut-HS30 Hand Saw","$1,399.00",1399.0,https://www.shopamestools.com/Item_Images_AMES/18888_WoolCut-300_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18888_WoolCut-300_002.jpg
TapeTech,WOOLSHAVE-48,18887,"TapeTech 48"" Mineral Wool Shaver",TapeTech 48″ Mineral Wool Shaver Eliminate uneven mineral wool surfaces. Mineral Wool has great properties for EIFS applications – high insulation values and is...,"TapeTech 48″ Mineral Wool Shaver Eliminate uneven mineral wool surfaces. Mineral Wool has great properties for EIFS applications – high insulation values and is noncombustible – but has always presented a challenge for installers since it cannot be rasped or sanded to achieve the smooth, flush exterior surface required prior to EIFS, or other material, application. In response, TapeTech introduces the patented WoolShave™48 Mineral Wool Shaver. The TapeTech WoolShave™48 is the first tool specifically designed to shave the face of rigid, and semi-rigid mineral wool batts to achieve a flush surface ready for the application of EIFS. Features: Patented product 48” length for full coverage Scalloped, wavy blades for easy cutting Dual handle design for balance and comfort while using Blade guards for transport attach to the back of the tool while in use Blades are replaceable with the tool stored on the body of the WoolShave-48 Lightweight aluminum body to reduce fatigue (4.6lbs)","Patented product | 48” length for full coverage | Scalloped, wavy blades for easy cutting | Dual handle design for balance and comfort while using | Blade guards for transport attach to the back of the tool while in use | Blades are replaceable with the tool stored on the body of the WoolShave-48 | Lightweight aluminum body to reduce fatigue (4.6lbs)",$149.00,149.0,https://www.shopamestools.com/Item_Images_AMES/18887_WoolShave-48_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18887_WoolShave-48_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18887_WoolShave-48_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18887_WoolShave-48_005.jpg | https://www.shopamestools.com/Item_Images_AMES/18887_WoolShave-48_006.jpg
TapeTech,WoolGroove100,18886,TapeTech Mineral Wool Grooving System,"TapeTech Mineral Wool Grooving System WoolGroove100® The industry’s first grooving tool for mineral wool, fiberglass insulation, and similar insulation products...","TapeTech Mineral Wool Grooving System WoolGroove100® The industry’s first grooving tool for mineral wool, fiberglass insulation, and similar insulation products. Mineral wool, wood fiber insulation are known to provide great R-values but EIFS applications were limited due to the difficulty to easily and consistently cut grooves for functional or aesthetic purposes. TapeTech now offers the solution – a patent pending grooving solution for Mineral Wool products. The TapeTech WOOLGROVE100! Features: Patent Pending ABS Polycarbonate base plate offers the strongest support when grooving Posi-fit™ blade system install quickly and ensure a precise groove dimension Front and Rear sight line guides for accurate following of lines Easy blade installation knob Front and Rear support handles provide maximum control through the cut 12” X 8” baseplate for stability Lightweight – 2lbs Includes: (5) “V” groove blades",Patent Pending | ABS Polycarbonate base plate offers the strongest support when grooving | Posi-fit™ blade system install quickly and ensure a precise groove dimension | Front and Rear sight line guides for accurate following of lines | Easy blade installation knob | Front and Rear support handles provide maximum control through the cut | 12” X 8” baseplate for stability | Lightweight – 2lbs | (5) “V” groove blades,$199.00,199.0,https://www.shopamestools.com/Item_Images_AMES/18886_WoolGroove100_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18886_WoolGroove100_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18886_WoolGroove100_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18886_WoolGroove100_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18886_WoolGroove100_005.jpg
TapeTech,501J,18876,TapeTech Pump Maintenance Kit 501J,TapeTech Loading Pump Maintenance Kit 501J,TapeTech Loading Pump Maintenance Kit 501J,,,,https://www.shopamestools.com/Item_Images_AMES/18876_TapeTech501J_001.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/TTT501J_M.jpg
TapeTech,NSW01,18863,Wheel Kit - Nailspotter,"TapeTech Nail Spotter Wheel Kit NSW01 This wheel kit is designed to make finishing faster, smoother, and less fatiguing.","TapeTech Nail Spotter Wheel Kit NSW01 This wheel kit is designed to make finishing faster, smoother, and less fatiguing. Compatible with both the 2"" and 3"" TapeTech nail spotters, this kit adds durable wheels that glide effortlessly across the wall or ceiling surface. The wheels help maintain consistent pressure and reduce drag, allowing finishers to achieve clean, professional results with greater ease. Key Features: Universal Fit – Works with both 2"" and 3"" TapeTech Nail Spotters for maximum versatility. Smooth Rolling Action – High-quality wheels reduce surface drag, making spotting faster and easier. Consistent Finish – Helps maintain uniform pressure for more even compound application. Durable Construction – Built with long-lasting materials to withstand daily jobsite use. Reduced Fatigue – Less effort required to move across joints means more productivity with less strain.","Universal Fit – Works with both 2"" and 3"" TapeTech Nail Spotters for maximum versatility. | Smooth Rolling Action – High-quality wheels reduce surface drag, making spotting faster and easier. | Consistent Finish – Helps maintain uniform pressure for more even compound application. | Durable Construction – Built with long-lasting materials to withstand daily jobsite use. | Reduced Fatigue – Less effort required to move across joints means more productivity with less strain.",$37.99,37.99,https://www.shopamestools.com/Item_Images_AMES/18863_TapeTechNSW01_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18863_TapeTechNSW01_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18863_TapeTechNSW01_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18863_TapeTechNSW01_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18863_TapeTechNSW01_005.jpg
TapeTech,HWK002-BLK,18860,"13"" Premium Hawk - Black","13"" Premium Hawk - Black Crafted from solid extruded aluminum, the HAWK002 is robust and resists corrosion.","13"" Premium Hawk - Black Crafted from solid extruded aluminum, the HAWK002 is robust and resists corrosion. The black anodized finish features our exclusive IMR Technology which provides durability and improved material removal. Rounded corners provide safety and comfort. The ergonomic ProSoft handle with extra foam pad helps prevent hand fatigue. And the hollow design of the handle allows you to rest the tool on scaffolding posts.",,$48.99,48.99,https://www.shopamestools.com/Item_Images_AMES/18860_HWK002-BLK_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18860_HWK002-BLK_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18860_HWK002-BLK_003.jpg
TapeTech,PMP001,18858,"30"" Premium Paddle Mixer","30"" Premium Paddle Mixer The TapeTech PMP001 30″ Premium Mixing Paddle uses the ideal geometry to quickly mix joint compound, concrete, stucco, EIFS, and grout...","30"" Premium Paddle Mixer The TapeTech PMP001 30″ Premium Mixing Paddle uses the ideal geometry to quickly mix joint compound, concrete, stucco, EIFS, and grout to the perfect consistency. The paddle design pulls water down into the material, speeding the process and ensuring equal distribution throughout the material. The blade design helps minimize gouging of the bucket and the robust steel construction provides long life.",,$34.99,34.99,https://www.shopamestools.com/Item_Images_AMES/18858_PMP001_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18858_PMP001_002.jpg
